"top_left","top_middle","top_right","middle_left","middle_middle","middle_right","bottom_left","bottom_middle","bottom_right","game_turn","winner","game_guid"
"X","X","X","X","O","O","O","O","X","9","X_WIN","d8eb5db0-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","E","E","E","E","E","1","O_EVENTUAL_WIN","d8ebd2cc-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","E","E","O","E","E","2","O_EVENTUAL_WIN","d8ebd2cc-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","E","X","O","E","E","3","O_EVENTUAL_WIN","d8ebd2cc-9274-11e8-89ca-cb09d8eb3b08"
"O","E","X","E","E","X","O","E","E","4","O_EVENTUAL_WIN","d8ebd2cc-9274-11e8-89ca-cb09d8eb3b08"
"O","E","X","E","X","X","O","E","E","5","O_EVENTUAL_WIN","d8ebd2cc-9274-11e8-89ca-cb09d8eb3b08"
"O","E","X","O","X","X","O","E","E","6","O_WIN","d8ebd2cc-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","E","E","E","E","E","1","X_EVENTUAL_WIN","d8ec47f2-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","O","E","E","E","E","E","2","X_EVENTUAL_WIN","d8ec47f2-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","O","E","X","E","E","E","3","X_EVENTUAL_WIN","d8ec47f2-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","O","O","X","E","E","E","4","X_EVENTUAL_WIN","d8ec47f2-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","O","O","X","E","E","X","5","X_WIN","d8ec47f2-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","E","E","X","1","X_EVENTUAL_WIN","d8ec9608-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","E","E","E","E","X","2","X_EVENTUAL_WIN","d8ec9608-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","X","E","E","E","X","3","X_EVENTUAL_WIN","d8ec9608-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","X","E","O","E","X","4","X_EVENTUAL_WIN","d8ec9608-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","E","X","E","O","E","X","5","X_WIN","d8ec9608-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","E","E","E","E","E","1","TIE_EVENTUAL_WIN","d8ed0b24-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","E","E","O","E","E","2","TIE_EVENTUAL_WIN","d8ed0b24-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","E","X","O","E","E","3","TIE_EVENTUAL_WIN","d8ed0b24-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","O","X","O","E","E","4","TIE_EVENTUAL_WIN","d8ed0b24-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","O","X","O","X","E","5","TIE_EVENTUAL_WIN","d8ed0b24-9274-11e8-89ca-cb09d8eb3b08"
"E","O","X","E","O","X","O","X","E","6","TIE_EVENTUAL_WIN","d8ed0b24-9274-11e8-89ca-cb09d8eb3b08"
"E","O","X","X","O","X","O","X","E","7","TIE_EVENTUAL_WIN","d8ed0b24-9274-11e8-89ca-cb09d8eb3b08"
"E","O","X","X","O","X","O","X","O","8","TIE_EVENTUAL_WIN","d8ed0b24-9274-11e8-89ca-cb09d8eb3b08"
"X","O","X","X","O","X","O","X","O","9","TIE_WIN","d8ed0b24-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","X","E","E","E","E","1","O_EVENTUAL_WIN","d8eda746-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","X","E","O","E","E","2","O_EVENTUAL_WIN","d8eda746-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","X","E","O","E","E","3","O_EVENTUAL_WIN","d8eda746-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","X","O","O","E","E","4","O_EVENTUAL_WIN","d8eda746-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","X","X","O","O","E","E","5","O_EVENTUAL_WIN","d8eda746-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","X","X","O","O","E","O","6","O_EVENTUAL_WIN","d8eda746-9274-11e8-89ca-cb09d8eb3b08"
"E","X","X","X","X","O","O","E","O","7","O_EVENTUAL_WIN","d8eda746-9274-11e8-89ca-cb09d8eb3b08"
"E","X","X","X","X","O","O","O","O","8","O_WIN","d8eda746-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","X","E","E","E","1","O_EVENTUAL_WIN","d8ee1c6c-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","X","E","O","E","2","O_EVENTUAL_WIN","d8ee1c6c-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","X","E","O","E","3","O_EVENTUAL_WIN","d8ee1c6c-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","X","O","O","E","4","O_EVENTUAL_WIN","d8ee1c6c-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","X","E","X","O","O","E","5","O_EVENTUAL_WIN","d8ee1c6c-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","X","E","X","O","O","O","6","O_WIN","d8ee1c6c-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","X","E","E","E","1","X_EVENTUAL_WIN","d8ee6a82-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","X","O","E","E","2","X_EVENTUAL_WIN","d8ee6a82-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","X","O","E","E","3","X_EVENTUAL_WIN","d8ee6a82-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","X","O","O","E","4","X_EVENTUAL_WIN","d8ee6a82-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","X","O","O","X","5","X_EVENTUAL_WIN","d8ee6a82-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","X","E","X","O","O","X","6","X_EVENTUAL_WIN","d8ee6a82-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","X","X","X","O","O","X","7","X_WIN","d8ee6a82-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","E","E","X","1","O_EVENTUAL_WIN","d8eedf94-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","O","E","E","X","2","O_EVENTUAL_WIN","d8eedf94-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","E","O","E","E","X","3","O_EVENTUAL_WIN","d8eedf94-9274-11e8-89ca-cb09d8eb3b08"
"O","X","E","E","E","O","E","E","X","4","O_EVENTUAL_WIN","d8eedf94-9274-11e8-89ca-cb09d8eb3b08"
"O","X","E","E","E","O","E","X","X","5","O_EVENTUAL_WIN","d8eedf94-9274-11e8-89ca-cb09d8eb3b08"
"O","X","E","O","E","O","E","X","X","6","O_EVENTUAL_WIN","d8eedf94-9274-11e8-89ca-cb09d8eb3b08"
"O","X","X","O","E","O","E","X","X","7","O_EVENTUAL_WIN","d8eedf94-9274-11e8-89ca-cb09d8eb3b08"
"O","X","X","O","O","O","E","X","X","8","O_WIN","d8eedf94-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","X","E","E","E","1","TIE_EVENTUAL_WIN","d8ef54ba-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","O","X","E","E","E","2","TIE_EVENTUAL_WIN","d8ef54ba-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","O","X","E","E","E","3","TIE_EVENTUAL_WIN","d8ef54ba-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","O","O","X","E","E","E","4","TIE_EVENTUAL_WIN","d8ef54ba-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","O","O","X","E","X","E","5","TIE_EVENTUAL_WIN","d8ef54ba-9274-11e8-89ca-cb09d8eb3b08"
"E","X","O","O","O","X","E","X","E","6","TIE_EVENTUAL_WIN","d8ef54ba-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","O","O","X","E","X","E","7","TIE_EVENTUAL_WIN","d8ef54ba-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","O","O","X","E","X","O","8","TIE_EVENTUAL_WIN","d8ef54ba-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","O","O","X","X","X","O","9","TIE_WIN","d8ef54ba-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","E","E","X","1","X_EVENTUAL_WIN","d8efc9d6-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","O","E","X","2","X_EVENTUAL_WIN","d8efc9d6-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","X","O","E","X","3","X_EVENTUAL_WIN","d8efc9d6-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","E","X","O","E","X","4","X_EVENTUAL_WIN","d8efc9d6-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","X","E","X","O","E","X","5","X_EVENTUAL_WIN","d8efc9d6-9274-11e8-89ca-cb09d8eb3b08"
"O","O","E","X","E","X","O","E","X","6","X_EVENTUAL_WIN","d8efc9d6-9274-11e8-89ca-cb09d8eb3b08"
"O","O","E","X","X","X","O","E","X","7","X_WIN","d8efc9d6-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","E","E","E","E","E","1","X_EVENTUAL_WIN","d8f03ef2-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","E","E","E","O","E","2","X_EVENTUAL_WIN","d8f03ef2-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","E","X","E","O","E","3","X_EVENTUAL_WIN","d8f03ef2-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","E","E","X","E","O","E","4","X_EVENTUAL_WIN","d8f03ef2-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","X","E","X","E","O","E","5","X_EVENTUAL_WIN","d8f03ef2-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","X","E","X","E","O","O","6","X_EVENTUAL_WIN","d8f03ef2-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","X","E","X","X","O","O","7","X_WIN","d8f03ef2-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","E","X","E","1","X_EVENTUAL_WIN","d8f0b418-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","E","E","E","X","E","2","X_EVENTUAL_WIN","d8f0b418-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","X","E","E","X","E","3","X_EVENTUAL_WIN","d8f0b418-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","X","E","O","X","E","4","X_EVENTUAL_WIN","d8f0b418-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","X","X","O","X","E","5","X_EVENTUAL_WIN","d8f0b418-9274-11e8-89ca-cb09d8eb3b08"
"O","E","O","E","X","X","O","X","E","6","X_EVENTUAL_WIN","d8f0b418-9274-11e8-89ca-cb09d8eb3b08"
"O","E","O","X","X","X","O","X","E","7","X_WIN","d8f0b418-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","X","E","E","1","O_EVENTUAL_WIN","d8f10224-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","O","E","E","X","E","E","2","O_EVENTUAL_WIN","d8f10224-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","O","E","E","X","X","E","3","O_EVENTUAL_WIN","d8f10224-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","O","E","E","X","X","O","4","O_EVENTUAL_WIN","d8f10224-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","O","X","E","X","X","O","5","O_EVENTUAL_WIN","d8f10224-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","O","X","O","X","X","O","6","O_EVENTUAL_WIN","d8f10224-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","O","X","O","X","X","O","7","O_EVENTUAL_WIN","d8f10224-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","O","X","O","X","X","O","8","O_WIN","d8f10224-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","X","E","E","E","1","O_EVENTUAL_WIN","d8f1774a-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","E","X","E","E","E","2","O_EVENTUAL_WIN","d8f1774a-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","E","X","E","E","X","3","O_EVENTUAL_WIN","d8f1774a-9274-11e8-89ca-cb09d8eb3b08"
"O","O","E","E","E","X","E","E","X","4","O_EVENTUAL_WIN","d8f1774a-9274-11e8-89ca-cb09d8eb3b08"
"O","O","E","E","E","X","E","X","X","5","O_EVENTUAL_WIN","d8f1774a-9274-11e8-89ca-cb09d8eb3b08"
"O","O","E","E","E","X","O","X","X","6","O_EVENTUAL_WIN","d8f1774a-9274-11e8-89ca-cb09d8eb3b08"
"O","O","E","X","E","X","O","X","X","7","O_EVENTUAL_WIN","d8f1774a-9274-11e8-89ca-cb09d8eb3b08"
"O","O","O","X","E","X","O","X","X","8","O_WIN","d8f1774a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","E","E","E","E","1","X_EVENTUAL_WIN","d8f1ec66-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","E","E","O","E","2","X_EVENTUAL_WIN","d8f1ec66-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","X","E","E","O","E","3","X_EVENTUAL_WIN","d8f1ec66-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","X","E","O","O","E","4","X_EVENTUAL_WIN","d8f1ec66-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","X","E","O","O","X","5","X_EVENTUAL_WIN","d8f1ec66-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","X","X","E","O","O","X","6","X_EVENTUAL_WIN","d8f1ec66-9274-11e8-89ca-cb09d8eb3b08"
"E","O","X","X","X","E","O","O","X","7","X_EVENTUAL_WIN","d8f1ec66-9274-11e8-89ca-cb09d8eb3b08"
"E","O","X","X","X","O","O","O","X","8","X_EVENTUAL_WIN","d8f1ec66-9274-11e8-89ca-cb09d8eb3b08"
"X","O","X","X","X","O","O","O","X","9","X_WIN","d8f1ec66-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","X","E","E","1","TIE_EVENTUAL_WIN","d8f28892-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","E","E","X","E","E","2","TIE_EVENTUAL_WIN","d8f28892-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","X","E","X","E","E","3","TIE_EVENTUAL_WIN","d8f28892-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","X","E","X","O","E","4","TIE_EVENTUAL_WIN","d8f28892-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","X","E","X","O","X","5","TIE_EVENTUAL_WIN","d8f28892-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","O","X","E","X","O","X","6","TIE_EVENTUAL_WIN","d8f28892-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","O","X","X","X","O","X","7","TIE_EVENTUAL_WIN","d8f28892-9274-11e8-89ca-cb09d8eb3b08"
"O","E","O","O","X","X","X","O","X","8","TIE_EVENTUAL_WIN","d8f28892-9274-11e8-89ca-cb09d8eb3b08"
"O","X","O","O","X","X","X","O","X","9","TIE_WIN","d8f28892-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","E","E","E","E","E","1","X_EVENTUAL_WIN","d8f2fdae-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","E","E","E","O","E","2","X_EVENTUAL_WIN","d8f2fdae-9274-11e8-89ca-cb09d8eb3b08"
"X","X","E","E","E","E","E","O","E","3","X_EVENTUAL_WIN","d8f2fdae-9274-11e8-89ca-cb09d8eb3b08"
"X","X","E","E","E","O","E","O","E","4","X_EVENTUAL_WIN","d8f2fdae-9274-11e8-89ca-cb09d8eb3b08"
"X","X","E","X","E","O","E","O","E","5","X_EVENTUAL_WIN","d8f2fdae-9274-11e8-89ca-cb09d8eb3b08"
"X","X","E","X","E","O","E","O","O","6","X_EVENTUAL_WIN","d8f2fdae-9274-11e8-89ca-cb09d8eb3b08"
"X","X","E","X","E","O","X","O","O","7","X_WIN","d8f2fdae-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","X","E","E","E","1","X_EVENTUAL_WIN","d8f372ca-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","X","O","E","E","2","X_EVENTUAL_WIN","d8f372ca-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","X","O","E","X","3","X_EVENTUAL_WIN","d8f372ca-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","O","E","X","O","E","X","4","X_EVENTUAL_WIN","d8f372ca-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","O","E","X","O","E","X","5","X_EVENTUAL_WIN","d8f372ca-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","O","E","X","O","E","X","6","X_EVENTUAL_WIN","d8f372ca-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","O","X","X","O","E","X","7","X_WIN","d8f372ca-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","E","E","E","E","1","O_EVENTUAL_WIN","d8f3e7f0-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","E","O","E","E","2","O_EVENTUAL_WIN","d8f3e7f0-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","X","E","O","E","E","3","O_EVENTUAL_WIN","d8f3e7f0-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","X","O","O","E","E","4","O_EVENTUAL_WIN","d8f3e7f0-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","X","X","O","O","E","E","5","O_EVENTUAL_WIN","d8f3e7f0-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","X","X","O","O","E","O","6","O_EVENTUAL_WIN","d8f3e7f0-9274-11e8-89ca-cb09d8eb3b08"
"X","E","X","X","X","O","O","E","O","7","O_EVENTUAL_WIN","d8f3e7f0-9274-11e8-89ca-cb09d8eb3b08"
"X","E","X","X","X","O","O","O","O","8","O_WIN","d8f3e7f0-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","E","E","X","1","O_EVENTUAL_WIN","d8f45d0c-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","E","E","E","E","X","2","O_EVENTUAL_WIN","d8f45d0c-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","E","X","E","E","X","3","O_EVENTUAL_WIN","d8f45d0c-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","E","X","O","E","X","4","O_EVENTUAL_WIN","d8f45d0c-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","E","X","O","X","X","5","O_EVENTUAL_WIN","d8f45d0c-9274-11e8-89ca-cb09d8eb3b08"
"O","O","E","E","E","X","O","X","X","6","O_EVENTUAL_WIN","d8f45d0c-9274-11e8-89ca-cb09d8eb3b08"
"O","O","E","X","E","X","O","X","X","7","O_EVENTUAL_WIN","d8f45d0c-9274-11e8-89ca-cb09d8eb3b08"
"O","O","O","X","E","X","O","X","X","8","O_WIN","d8f45d0c-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","X","E","E","E","E","1","X_EVENTUAL_WIN","d8f4d232-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","O","X","E","E","E","E","2","X_EVENTUAL_WIN","d8f4d232-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","O","X","E","E","X","E","3","X_EVENTUAL_WIN","d8f4d232-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","O","X","E","E","X","O","4","X_EVENTUAL_WIN","d8f4d232-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","O","X","E","E","X","O","5","X_EVENTUAL_WIN","d8f4d232-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","O","X","E","O","X","O","6","X_EVENTUAL_WIN","d8f4d232-9274-11e8-89ca-cb09d8eb3b08"
"X","E","X","O","X","E","O","X","O","7","X_EVENTUAL_WIN","d8f4d232-9274-11e8-89ca-cb09d8eb3b08"
"X","E","X","O","X","O","O","X","O","8","X_EVENTUAL_WIN","d8f4d232-9274-11e8-89ca-cb09d8eb3b08"
"X","X","X","O","X","O","O","X","O","9","X_WIN","d8f4d232-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","E","E","E","E","E","1","O_EVENTUAL_WIN","d8f5474e-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","O","E","E","E","E","E","2","O_EVENTUAL_WIN","d8f5474e-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","O","E","E","E","E","X","3","O_EVENTUAL_WIN","d8f5474e-9274-11e8-89ca-cb09d8eb3b08"
"E","X","O","O","E","E","E","E","X","4","O_EVENTUAL_WIN","d8f5474e-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","O","E","E","E","E","X","5","O_EVENTUAL_WIN","d8f5474e-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","O","E","O","E","E","X","6","O_EVENTUAL_WIN","d8f5474e-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","O","E","O","X","E","X","7","O_EVENTUAL_WIN","d8f5474e-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","O","O","O","X","E","X","8","O_WIN","d8f5474e-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","E","E","X","1","X_EVENTUAL_WIN","d8f5bc6a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","O","E","E","E","E","X","2","X_EVENTUAL_WIN","d8f5bc6a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","O","E","E","X","E","X","3","X_EVENTUAL_WIN","d8f5bc6a-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","O","E","E","X","E","X","4","X_EVENTUAL_WIN","d8f5bc6a-9274-11e8-89ca-cb09d8eb3b08"
"O","X","E","O","E","E","X","E","X","5","X_EVENTUAL_WIN","d8f5bc6a-9274-11e8-89ca-cb09d8eb3b08"
"O","X","O","O","E","E","X","E","X","6","X_EVENTUAL_WIN","d8f5bc6a-9274-11e8-89ca-cb09d8eb3b08"
"O","X","O","O","X","E","X","E","X","7","X_EVENTUAL_WIN","d8f5bc6a-9274-11e8-89ca-cb09d8eb3b08"
"O","X","O","O","X","O","X","E","X","8","X_EVENTUAL_WIN","d8f5bc6a-9274-11e8-89ca-cb09d8eb3b08"
"O","X","O","O","X","O","X","X","X","9","X_WIN","d8f5bc6a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","E","X","E","1","O_EVENTUAL_WIN","d8f65896-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","O","E","E","X","E","2","O_EVENTUAL_WIN","d8f65896-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","O","E","E","X","E","3","O_EVENTUAL_WIN","d8f65896-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","O","O","E","X","E","4","O_EVENTUAL_WIN","d8f65896-9274-11e8-89ca-cb09d8eb3b08"
"E","X","X","E","O","O","E","X","E","5","O_EVENTUAL_WIN","d8f65896-9274-11e8-89ca-cb09d8eb3b08"
"E","X","X","O","O","O","E","X","E","6","O_WIN","d8f65896-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","E","E","X","1","X_EVENTUAL_WIN","d8f6cdb2-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","O","E","E","E","E","X","2","X_EVENTUAL_WIN","d8f6cdb2-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","O","E","E","E","E","X","3","X_EVENTUAL_WIN","d8f6cdb2-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","O","E","O","E","E","X","4","X_EVENTUAL_WIN","d8f6cdb2-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","O","E","O","E","X","X","5","X_EVENTUAL_WIN","d8f6cdb2-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","O","E","O","O","X","X","6","X_EVENTUAL_WIN","d8f6cdb2-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","O","X","O","O","X","X","7","X_WIN","d8f6cdb2-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","X","E","E","E","1","X_EVENTUAL_WIN","d8f742ce-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","O","E","X","E","E","E","2","X_EVENTUAL_WIN","d8f742ce-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","O","E","X","X","E","E","3","X_EVENTUAL_WIN","d8f742ce-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","O","E","X","X","O","E","4","X_EVENTUAL_WIN","d8f742ce-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","O","E","X","X","O","E","5","X_EVENTUAL_WIN","d8f742ce-9274-11e8-89ca-cb09d8eb3b08"
"O","E","X","O","E","X","X","O","E","6","X_EVENTUAL_WIN","d8f742ce-9274-11e8-89ca-cb09d8eb3b08"
"O","E","X","O","E","X","X","O","X","7","X_WIN","d8f742ce-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","E","E","E","E","1","X_EVENTUAL_WIN","d8f8f038-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","E","O","E","E","2","X_EVENTUAL_WIN","d8f8f038-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","X","O","E","E","3","X_EVENTUAL_WIN","d8f8f038-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","X","E","X","O","E","E","4","X_EVENTUAL_WIN","d8f8f038-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","X","E","X","O","E","X","5","X_EVENTUAL_WIN","d8f8f038-9274-11e8-89ca-cb09d8eb3b08"
"E","O","O","X","E","X","O","E","X","6","X_EVENTUAL_WIN","d8f8f038-9274-11e8-89ca-cb09d8eb3b08"
"E","O","O","X","X","X","O","E","X","7","X_WIN","d8f8f038-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","E","E","X","1","O_EVENTUAL_WIN","d8f9655e-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","E","E","E","E","X","2","O_EVENTUAL_WIN","d8f9655e-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","X","E","E","E","E","X","3","O_EVENTUAL_WIN","d8f9655e-9274-11e8-89ca-cb09d8eb3b08"
"E","O","O","X","E","E","E","E","X","4","O_EVENTUAL_WIN","d8f9655e-9274-11e8-89ca-cb09d8eb3b08"
"E","O","O","X","E","E","E","X","X","5","O_EVENTUAL_WIN","d8f9655e-9274-11e8-89ca-cb09d8eb3b08"
"O","O","O","X","E","E","E","X","X","6","O_WIN","d8f9655e-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","X","E","E","1","X_EVENTUAL_WIN","d8f9da7a-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","E","E","X","E","E","2","X_EVENTUAL_WIN","d8f9da7a-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","E","X","X","E","E","3","X_EVENTUAL_WIN","d8f9da7a-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","E","X","X","O","E","4","X_EVENTUAL_WIN","d8f9da7a-9274-11e8-89ca-cb09d8eb3b08"
"O","E","X","E","E","X","X","O","E","5","X_EVENTUAL_WIN","d8f9da7a-9274-11e8-89ca-cb09d8eb3b08"
"O","E","X","E","E","X","X","O","O","6","X_EVENTUAL_WIN","d8f9da7a-9274-11e8-89ca-cb09d8eb3b08"
"O","E","X","E","X","X","X","O","O","7","X_WIN","d8f9da7a-9274-11e8-89ca-cb09d8eb3b08"
